PLAYER,TEAM_SH,G,GS,MP,TRB,AST,STL,BLK,PS/G,GP,W,L,NETRTG,TS%,PIE,MPG,RPM,WINS,pageviews,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TEAM,SALARY,AVG,PCT
Kris Humphries,ATL,56,4,12.3,3.7,0.5,0.3,0.4,4.6,56,31,25,-4.4,51.4,10.5,12.3,-1.89,0.54,1235.839,67.0,9.0,Atlanta Hawks,4000000.0,15958.0,85.2
DeAndre' Bembry,ATL,38,1,9.8,1.6,0.7,0.2,0.1,2.7,38,20,18,-3.4,48.1,7.2,9.8,-3.39,-0.05,34.889,0.0,0.0,Atlanta Hawks,1499760.0,15958.0,85.2
Thabo Sefolosha,ATL,62,42,25.7,4.4,1.7,1.5,0.5,7.2,62,32,30,-0.5,51.9,8.6,25.7,0.34,3.55,151.367,28.5,17.5,Atlanta Hawks,3850000.0,15958.0,85.2
Ryan Kelly,ATL,16,0,6.9,1.1,0.5,0.3,0.3,1.6,16,6,10,2.6,40.8,7.3,6.9,-0.49,0.08,10.16,17.0,10.0,Atlanta Hawks,1577230.0,15958.0,85.2
Dennis Schroder,ATL,79,78,31.5,3.1,6.3,0.9,0.2,17.9,79,42,37,-2.0,53.3,11.7,31.5,-2.45,1.07,1.233,51.5,20.0,Atlanta Hawks,2708582.0,15958.0,85.2
Dwight Howard,ATL,74,74,29.7,12.7,1.4,0.9,1.2,13.5,74,37,37,-2.0,62.7,15.1,29.7,0.9,5.65,1323.27,7.0,1.0,Atlanta Hawks,23180275.0,15958.0,85.2
Paul Millsap,ATL,69,67,34.0,7.7,3.7,1.3,0.9,18.1,69,40,29,2.0,54.2,12.6,34.0,4.58,11.51,221.887,60.0,32.0,Atlanta Hawks,20072033.0,15958.0,85.2
DeAndre' Bembry,ATL,38,1,9.8,1.6,0.7,0.2,0.1,2.7,38,20,18,-3.4,48.1,7.2,9.8,-3.39,-0.05,34.889,0.0,0.0,Atlanta Hawks,1567200.0,15958.0,85.2
Kent Bazemore,ATL,73,64,26.9,3.2,2.4,1.2,0.7,11.0,73,39,34,-2.3,50.4,7.4,26.9,-1.19,2.41,220.928,0.0,0.0,Atlanta Hawks,15730338.0,15958.0,85.2
Mike Muscala,ATL,70,3,17.7,3.4,1.4,0.4,0.6,6.2,70,36,34,-3.1,59.6,9.7,17.7,-0.38,2.11,356.07342944785296,0.0,0.0,Atlanta Hawks,2649557.0,15958.0,85.2
Lamar Patterson,ATL,5,0,8.0,1.4,1.2,0.2,0.0,1.8,5,1,4,16.8,27.6,-0.4,8.0,-1.61,0.03,36.143,4.0,4.0,Atlanta Hawks,246956.0,15958.0,85.2
Malcolm Delaney,ATL,73,2,17.1,1.7,2.6,0.5,0.0,5.4,73,37,36,2.2,45.6,6.4,17.1,-2.89,0.18,106.111,1.0,1.0,Atlanta Hawks,2500000.0,15958.0,85.2
Mike Scott,ATL,18,0,10.8,2.1,0.9,0.2,0.2,2.5,18,7,11,-8.5,36.0,5.8,10.8,-2.66,0.06,2.705,2.0,1.0,Atlanta Hawks,3333334.0,15958.0,85.2
Jaylen Brown,BOS,78,20,17.2,2.8,0.8,0.4,0.2,6.6,78,50,28,-2.2,53.9,7.1,17.2,-3.37,-0.21,308.763,0.0,100.0,Boston Celtics,4743000.0,18553.0,99.6
Gerald Green,BOS,47,0,11.4,1.8,0.7,0.2,0.1,5.6,47,32,15,1.3,52.4,8.1,11.4,-2.74,0.13,356.07342944785296,0.0,0.0,Boston Celtics,2649557.0,18553.0,99.6
Jordan Mickey,BOS,25,1,5.6,1.4,0.3,0.1,0.2,1.5,25,9,16,-17.1,47.3,6.0,5.6,-2.77,0.03,56.781,0.0,3.0,Boston Celtics,1471382.0,18553.0,99.6
Jonas Jerebko,BOS,78,6,15.8,3.5,0.9,0.3,0.2,3.8,78,51,27,3.2,53.7,6.9,15.8,-1.03,1.63,130.587,7.0,17.0,Boston Celtics,5000000.0,18553.0,99.6
Isaiah Thomas,BOS,76,76,33.8,2.7,5.9,0.9,0.2,28.9,76,51,25,5.0,62.5,16.1,33.8,1.83,8.19,356.07342944785296,0.0,0.0,Boston Celtics,2649557.0,18553.0,99.6
Demetrius Jackson,BOS,5,0,3.4,0.8,0.6,0.0,0.0,2.0,5,1,4,6.3,75.3,19.4,3.4,-2.07,0.01,75.052,0.0,0.0,Boston Celtics,1450000.0,18553.0,99.6
Al Horford,BOS,68,68,32.3,6.8,5.0,0.8,1.3,14.0,68,46,22,5.0,55.3,12.5,32.3,1.82,6.93,569.636,136.0,71.0,Boston Celtics,26540100.0,18553.0,99.6
Avery Bradley,BOS,55,55,33.4,6.1,2.2,1.2,0.2,16.3,55,34,21,1.2,54.8,9.9,33.4,-2.16,1.13,171.512,0.0,0.0,Boston Celtics,8269663.0,18553.0,99.6
Marcus Smart,BOS,79,24,30.4,3.9,4.6,1.6,0.4,10.6,79,51,28,2.5,48.6,8.1,30.4,0.75,5.98,194.047,1.0,9.0,Boston Celtics,3578880.0,18553.0,99.6
Tyler Zeller,BOS,51,5,10.3,2.4,0.8,0.1,0.4,3.5,51,32,19,0.2,50.8,8.5,10.3,-2.3,0.28,148.93,15.0,14.0,Boston Celtics,8000000.0,18553.0,99.6
Demetrius Jackson,BOS,5,0,3.4,0.8,0.6,0.0,0.0,2.0,5,1,4,6.3,75.3,19.4,3.4,-2.07,0.01,75.052,0.0,0.0,Boston Celtics,1384750.0,18553.0,99.6
James Young,BOS,29,0,7.6,0.9,0.1,0.3,0.1,2.3,29,16,13,-5.8,54.9,6.4,7.6,-2.16,0.14,4.97,0.0,12.0,Boston Celtics,1825200.0,18553.0,99.6
Kelly Olynyk,BOS,75,6,20.5,4.8,2.0,0.6,0.4,9.0,75,49,26,-0.4,60.3,11.0,20.5,0.5,3.54,191.661,56.5,16.0,Boston Celtics,3094014.0,18553.0,99.6
Jae Crowder,BOS,72,72,32.4,5.8,2.2,1.0,0.3,13.9,72,48,24,7.8,61.3,10.3,32.4,3.89,10.52,217.84,55.0,47.0,Boston Celtics,6286408.0,18553.0,99.6
Terry Rozier,BOS,74,0,17.1,3.1,1.8,0.6,0.1,5.5,74,47,27,-0.2,46.6,9.1,17.1,-1.06,1.65,97.465,2.0,6.0,Boston Celtics,1906440.0,18553.0,99.6
Amir Johnson,BOS,80,77,20.1,4.6,1.8,0.6,0.8,6.5,80,51,29,8.0,62.8,9.1,20.1,3.8,7.02,136.077,31.5,6.0,Boston Celtics,12000000.0,18553.0,99.6
Trevor Booker,BRK,71,43,24.7,8.0,1.9,1.1,0.4,10.0,71,18,53,-7.9,55.4,12.7,24.7,-0.29,3.3,80.971,16.5,8.0,Brooklyn Nets,9250000.0,15429.0,85.2
Luis Scola,BRK,36,1,12.8,3.9,1.0,0.4,0.1,5.1,36,7,29,-8.0,55.0,8.9,12.8,-1.09,0.62,249.48,16.0,60.0,Brooklyn Nets,5500000.0,15429.0,85.2
Isaiah Whitehead,BRK,73,26,22.5,2.5,2.6,0.6,0.5,7.4,73,17,56,-2.9,48.7,5.2,22.5,-3.11,0.02,356.07342944785296,0.0,0.0,Brooklyn Nets,2649557.0,15429.0,85.2
Caris LeVert,BRK,57,26,21.7,3.3,1.9,0.9,0.1,8.2,57,15,42,-2.7,55.6,8.6,21.7,-1.3,1.53,104.435,0.0,28.0,Brooklyn Nets,1562280.0,15429.0,85.2
Rondae Hollis-Jefferson,BRK,78,50,22.6,5.8,2.0,1.1,0.6,8.7,78,19,59,-4.7,51.7,9.8,22.6,-0.38,3.29,80.986,0.0,0.0,Brooklyn Nets,1395600.0,15429.0,85.2
Joe Harris,BRK,52,11,21.9,2.8,1.0,0.6,0.2,8.2,52,10,42,-10.5,55.8,6.1,21.9,-4.19,-0.82,356.07342944785296,0.0,0.0,Brooklyn Nets,2649557.0,15429.0,85.2
Justin Hamilton,BRK,64,7,18.4,4.1,0.9,0.5,0.7,6.9,64,14,50,-11.3,55.0,9.2,18.4,-2.06,0.84,356.07342944785296,0.0,0.0,Brooklyn Nets,2649557.0,15429.0,85.2
Spencer Dinwiddie,BRK,59,18,22.6,2.8,3.1,0.7,0.4,7.3,59,13,46,-4.9,58.1,8.7,22.6,-0.49,2.29,356.07342944785296,0.0,0.0,Brooklyn Nets,2649557.0,15429.0,85.2
Randy Foye,BRK,69,40,18.6,2.2,2.0,0.5,0.1,5.2,69,17,52,-7.0,50.6,5.7,18.6,-4.12,-0.85,172.759,2.0,4.0,Brooklyn Nets,2500000.0,15429.0,85.2
Anthony Bennett,BRK,23,1,11.5,3.4,0.5,0.2,0.1,5.0,23,3,20,-10.6,53.3,9.4,11.5,-2.05,0.19,9.388,9.0,10.5,Brooklyn Nets,1015696.0,15429.0,85.2
Greivis Vasquez,BRK,3,0,13.0,0.7,1.7,0.3,0.3,2.3,3,1,2,-18.7,37.6,0.9,13.0,-2.15,0.03,16.721,10.0,8.5,Brooklyn Nets,4347826.0,15429.0,85.2
Brook Lopez,BRK,75,75,29.6,5.4,2.3,0.5,1.7,20.5,75,20,55,-4.2,57.8,12.4,29.6,1.95,7.59,322.084,0.0,0.0,Brooklyn Nets,21165675.0,15429.0,85.2
Jeremy Lin,BRK,36,33,24.5,3.8,5.1,1.2,0.4,14.5,36,13,23,-2.9,56.6,13.1,24.5,0.45,2.21,1404.816,936.5,197.5,Brooklyn Nets,11483254.0,15429.0,85.2
Sean Kilpatrick,BRK,70,24,25.1,4.0,2.2,0.6,0.1,13.1,70,14,56,-6.4,54.6,9.9,25.1,-2.43,0.81,114.615,0.0,0.0,Brooklyn Nets,1524305.0,15429.0,85.2
Paul Zipser,CHI,44,18,19.2,2.8,0.8,0.3,0.4,5.5,44,21,23,1.6,50.3,5.0,19.2,-3.56,-0.23,356.07342944785296,0.0,0.0,Brooklyn Nets,2649557.0,15429.0,85.2
Jerian Grant,CHI,63,28,16.3,1.8,1.9,0.7,0.1,5.9,63,29,34,2.6,55.5,8.4,16.3,1.57,3.03,248.859,25.0,32.5,Chicago Bulls,1643040.0,21680.0,103.6
Rajon Rondo,CHI,69,42,26.7,5.1,6.7,1.4,0.2,7.8,69,34,35,-2.1,46.1,10.6,26.7,-1.84,1.51,857.652,185.5,74.0,Chicago Bulls,14000000.0,21680.0,103.6
Robin Lopez,CHI,81,81,28.0,6.4,1.0,0.2,1.4,10.4,81,40,41,0.2,51.1,8.3,28.0,-1.44,2.42,354.253,0.0,0.0,Chicago Bulls,13219250.0,21680.0,103.6
Dwyane Wade,CHI,60,59,29.9,4.5,3.8,1.4,0.7,18.3,60,29,31,-2.4,50.8,12.1,29.9,-0.91,2.52,2694.345,349.5,149.5,Chicago Bulls,23200000.0,21680.0,103.6
Cristiano Felicio,CHI,66,0,15.8,4.7,0.6,0.4,0.3,4.8,66,31,35,-0.1,60.3,10.0,15.8,-1.16,1.28,356.07342944785296,0.0,0.0,Chicago Bulls,2649557.0,21680.0,103.6
Bobby Portis,CHI,64,13,15.6,4.6,0.5,0.3,0.2,6.8,64,30,34,-4.3,54.5,11.0,15.6,-2.44,0.43,111.318,37.0,73.0,Chicago Bulls,1453680.0,21680.0,103.6
Bobby Portis,CHI,64,13,15.6,4.6,0.5,0.3,0.2,6.8,64,30,34,-4.3,54.5,11.0,15.6,-2.44,0.43,111.318,37.0,73.0,Chicago Bulls,1516320.0,21680.0,103.6
Michael Carter-Williams,CHI,45,19,18.8,3.4,2.5,0.8,0.5,6.6,45,25,20,-0.8,43.7,7.0,18.8,-1.7,0.77,339.425,0.0,5.0,Chicago Bulls,3183526.0,21680.0,103.6
Nikola Mirotic,CHI,70,15,24.0,5.5,1.1,0.8,0.8,10.6,70,37,33,4.7,54.6,10.4,24.0,2.23,5.69,2.682,119.0,50.5,Chicago Bulls,5782450.0,21680.0,103.6
Denzel Valentine,CHI,57,0,17.1,2.6,1.1,0.5,0.1,5.1,57,28,29,-0.5,49.2,5.8,17.1,-2.08,0.64,303.461,23.0,24.0,Chicago Bulls,2092200.0,21680.0,103.6
Jimmy Butler,CHI,76,75,37.0,6.2,5.5,1.9,0.4,23.9,76,40,36,3.0,58.6,16.4,37.0,6.62,17.35,21.7,89.5,30.0,Chicago Bulls,17552209.0,21680.0,103.6
Isaiah Canaan,CHI,39,0,15.2,1.3,0.9,0.6,0.0,4.6,39,19,20,-6.8,48.3,5.6,15.2,-4.12,-0.37,97.905,24.5,8.0,Chicago Bulls,1015696.0,21680.0,103.6
Jeremy Lamb,CHO,62,5,18.4,4.3,1.2,0.4,0.4,9.7,62,27,35,-1.1,55.0,12.4,18.4,-1.28,1.31,106.272,0.0,0.0,Charlotte Hornets,6511628.0,17332.0,90.9
Michael Kidd-Gilchrist,CHO,81,81,29.0,7.0,1.4,1.0,1.0,9.2,81,36,45,1.6,52.8,9.3,29.0,0.5,5.31,236.845,29.0,11.0,Charlotte Hornets,13000000.0,17332.0,90.9
Brian Roberts,CHO,41,2,10.1,1.0,1.3,0.2,0.0,3.5,41,16,25,-7.0,51.0,7.7,10.1,-3.69,-0.15,356.07342944785296,0.0,0.0,Charlotte Hornets,2649557.0,17332.0,90.9
Treveon Graham,CHO,27,1,7.0,0.8,0.2,0.2,0.0,2.1,27,10,17,-11.6,61.2,6.5,7.0,-2.17,0.11,17.847,0.0,0.0,Charlotte Hornets,1312611.0,17332.0,90.9
Christian Wood,CHO,13,0,8.2,2.2,0.2,0.2,0.5,2.7,13,5,8,5.5,59.1,9.3,8.2,-1.09,0.13,52.943,0.0,0.0,Charlotte Hornets,874636.0,17332.0,90.9
Ramon Sessions,CHO,50,1,16.2,1.5,2.6,0.5,0.1,6.2,50,23,27,-4.8,49.5,7.9,16.2,-3.05,0.04,75.682,0.0,0.0,Charlotte Hornets,6000000.0,17332.0,90.9
Kemba Walker,CHO,79,79,34.7,3.9,5.5,1.1,0.3,23.2,79,36,43,3.6,56.9,13.7,34.7,2.68,9.95,353.443,59.5,32.5,Charlotte Hornets,12000000.0,17332.0,90.9
Cody Zeller,CHO,62,58,27.8,6.5,1.6,1.0,0.9,10.3,62,33,29,5.4,60.4,9.6,27.8,3.35,6.97,163.988,90.0,29.0,Charlotte Hornets,5318313.0,17332.0,90.9
Aaron Harrison,CHO,5,0,3.4,0.6,0.6,0.0,0.0,0.2,5,2,3,-18.6,10.2,0.0,3.4,-1.74,0.01,222.966,0.0,0.0,Charlotte Hornets,874636.0,17332.0,90.9
Mike Tobey,CHO,2,0,12.5,1.5,0.5,0.0,0.0,1.0,2,0,2,-27.3,25.0,-1.6,12.5,-0.92,0.03,356.07342944785296,0.0,0.0,Charlotte Hornets,2649557.0,17332.0,90.9
Frank Kaminsky,CHO,75,16,26.1,4.5,2.2,0.6,0.5,11.7,75,31,44,0.9,50.2,8.5,26.1,0.45,4.4,274.311,112.5,29.0,Charlotte Hornets,2730000.0,17332.0,90.9
Nicolas Batum,CHO,77,77,34.0,6.2,5.9,1.1,0.4,15.1,77,35,42,1.3,52.9,11.8,34.0,0.95,6.73,181.519,114.5,66.0,Charlotte Hornets,20869566.0,17332.0,90.9
Marco Belinelli,CHO,74,0,24.0,2.4,2.0,0.6,0.1,10.5,74,34,40,-0.1,56.6,8.8,24.0,-1.2,2.15,138.896,0.0,15.0,Charlotte Hornets,6333333.0,17332.0,90.9
Marvin Williams,CHO,76,76,30.2,6.6,1.4,0.8,0.7,11.2,76,32,44,-0.5,55.1,9.6,30.2,-0.09,4.36,141.469,0.0,0.0,Charlotte Hornets,12250000.0,17332.0,90.9
Kevin Love,CLE,60,60,31.4,11.1,1.9,0.9,0.4,19.0,60,40,20,7.2,57.3,14.8,31.4,5.03,9.76,1418.113,866.5,194.5,Cleveland Cavaliers,21165675.0,20562.0,100.0
Channing Frye,CLE,74,15,18.9,3.9,0.6,0.4,0.5,9.1,74,44,30,1.0,61.2,10.1,18.9,1.04,3.7,451.543,8.0,4.0,Cleveland Cavaliers,7806971.0,20562.0,100.0
Chris Andersen,CLE,12,0,9.5,2.6,0.4,0.4,0.6,2.3,12,8,4,4.3,49.7,6.3,9.5,-0.38,0.2,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Dahntay Jones,CLE,1,0,12.0,2.0,1.0,0.0,0.0,9.0,1,0,1,4.3,46.1,7.6,12.0,-2.06,0.01,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
LeBron James,CLE,74,74,37.8,8.6,8.7,1.2,0.6,26.4,74,51,23,7.7,61.9,18.3,37.8,8.42,20.43,8823.785,5533.5,1501.5,Cleveland Cavaliers,30963450.0,20562.0,100.0
James Jones,CLE,48,2,7.9,0.8,0.3,0.1,0.2,2.8,48,28,20,-11.2,65.5,6.7,7.9,-2.18,0.23,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Kyrie Irving,CLE,72,72,35.1,3.2,5.8,1.2,0.3,25.2,72,47,25,5.1,58.0,13.5,35.1,2.05,8.28,3022.758,1541.0,695.0,Cleveland Cavaliers,17638063.0,20562.0,100.0
Jordan McRae,CLE,37,4,10.4,1.1,0.5,0.2,0.2,4.4,37,26,11,-7.5,48.8,5.9,10.4,-4.06,-0.23,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Tristan Thompson,CLE,78,78,29.9,9.2,1.0,0.5,1.1,8.1,78,50,28,2.9,59.4,8.9,29.9,0.0,4.62,955.613,368.0,211.0,Cleveland Cavaliers,15330435.0,20562.0,100.0
Kay Felder,CLE,42,0,9.2,1.0,1.4,0.4,0.2,4.0,42,25,17,-5.5,46.2,7.9,9.2,-4.24,-0.28,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Iman Shumpert,CLE,76,31,25.5,2.9,1.4,0.8,0.4,7.5,76,48,28,1.9,53.6,5.5,25.5,-1.14,2.43,739.053,0.0,0.0,Cleveland Cavaliers,9662922.0,20562.0,100.0
Richard Jefferson,CLE,79,13,20.4,2.6,1.0,0.3,0.1,5.7,79,50,29,3.4,57.4,5.3,20.4,-1.64,1.51,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Salah Mejri,DAL,73,11,12.4,4.2,0.2,0.4,0.8,2.9,73,29,44,0.2,65.0,9.9,12.4,0.95,2.23,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Seth Curry,DAL,70,42,29.0,2.6,2.7,1.1,0.1,12.8,70,30,40,-0.7,60.1,10.3,29.0,0.53,4.51,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Nicolas Brussino,DAL,54,2,9.6,1.8,0.9,0.3,0.1,2.8,54,18,36,-10.8,49.8,7.2,9.6,-4.24,-0.36,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
Jarrod Uthoff,DAL,9,0,12.8,2.4,1.0,0.2,0.4,4.4,9,2,7,-26.8,48.7,8.1,12.8,-3.05,0.01,356.07342944785296,0.0,0.0,Cleveland Cavaliers,2649557.0,20562.0,100.0
J.J. Barea,DAL,35,6,22.0,2.4,5.5,0.4,0.0,10.9,35,11,24,1.8,52.1,13.4,22.0,-1.42,0.8,1.88,0.0,17.5,Dallas Mavericks,4096950.0,19789.0,103.1
Jonathan Gibson,DAL,17,0,13.6,1.3,1.5,0.5,0.0,6.2,17,4,13,-19.6,49.2,6.2,13.6,-4.11,-0.15,356.07342944785296,0.0,0.0,Dallas Mavericks,2649557.0,19789.0,103.1
Dirk Nowitzki,DAL,54,54,26.4,6.5,1.5,0.6,0.7,14.2,54,23,31,-1.7,52.9,12.4,26.4,0.26,3.02,1303.433,1564.0,500.5,Dallas Mavericks,25000000.0,19789.0,103.1
Dwight Powell,DAL,77,3,17.3,4.0,0.6,0.8,0.5,6.7,77,30,47,-6.4,58.8,10.7,17.3,-1.17,1.58,113.626,0.0,10.0,Dallas Mavericks,8375000.0,19789.0,103.1
Devin Harris,DAL,65,0,16.7,2.0,2.1,0.7,0.1,6.7,65,29,36,2.1,54.9,9.5,16.7,0.7,2.58,114.904,0.0,0.0,Dallas Mavericks,4227996.0,19789.0,103.1
Dorian Finney-Smith,DAL,81,35,20.3,2.7,0.8,0.6,0.3,4.3,81,33,48,-1.4,48.6,4.9,20.3,-2.22,0.9,356.07342944785296,0.0,0.0,Dallas Mavericks,2649557.0,19789.0,103.1
Harrison Barnes,DAL,79,79,35.5,5.0,1.5,0.8,0.2,19.2,79,32,47,-2.1,54.1,11.2,35.5,-0.33,4.78,356.07342944785296,0.0,0.0,Dallas Mavericks,2649557.0,19789.0,103.1
Ben Bentil,DAL,3,0,3.3,0.7,0.0,0.0,0.0,0.0,3,2,1,-44.0,0.0,-6.1,3.3,-1.3,0.01,356.07342944785296,0.0,0.0,Dallas Mavericks,2649557.0,19789.0,103.1
Pierre Jackson,DAL,8,1,10.5,1.1,2.4,0.3,0.0,4.4,8,4,4,31.7,41.6,10.4,10.5,-1.72,0.02,356.07342944785296,0.0,0.0,Dallas Mavericks,2649557.0,19789.0,103.1
Wesley Matthews,DAL,73,73,34.2,3.5,2.9,1.1,0.2,13.5,73,29,44,-3.5,53.3,8.1,34.2,0.2,5.06,124.941,0.0,0.0,Dallas Mavericks,17145838.0,19789.0,103.1
Alonzo Gee,DEN,13,0,6.8,1.2,0.5,0.4,0.1,0.8,13,4,9,1.4,30.6,0.8,6.8,-1.68,0.08,47.575,0.0,0.0,Denver Nuggets,57672.0,14770.0,77.1
Emmanuel Mudiay,DEN,55,41,25.6,3.2,3.9,0.7,0.2,11.0,55,25,30,-5.5,48.3,7.4,25.6,-3.9,-0.71,238.372,69.0,21.0,Denver Nuggets,3241800.0,14770.0,77.1
Darrell Arthur,DEN,41,7,15.6,2.7,1.0,0.5,0.5,6.4,41,20,21,-0.4,58.3,7.7,15.6,-0.71,0.99,42.364,0.0,0.0,Denver Nuggets,8070175.0,14770.0,77.1
Juan Hernangomez,DEN,62,9,13.6,3.0,0.5,0.5,0.2,4.9,62,30,32,-3.6,59.2,8.6,13.6,-1.54,0.88,356.07342944785296,0.0,0.0,Denver Nuggets,2649557.0,14770.0,77.1
Danilo Gallinari,DEN,63,63,33.9,5.2,2.1,0.6,0.2,18.2,63,31,32,2.7,62.2,11.4,33.9,2.88,8.39,155.862,29.0,6.0,Denver Nuggets,15050000.0,14770.0,77.1
Mike Miller,DEN,20,0,7.6,1.9,1.1,0.1,0.0,1.4,20,9,11,-3.3,58.6,8.4,7.6,-1.58,0.16,356.07342944785296,0.0,0.0,Denver Nuggets,2649557.0,14770.0,77.1
Nikola Jokic,DEN,73,59,27.9,9.8,4.9,0.8,0.8,16.7,73,37,36,5.1,64.0,16.7,27.9,6.73,13.18,3.95,0.0,1.0,Denver Nuggets,1358500.0,14770.0,77.1
Wilson Chandler,DEN,71,33,30.9,6.5,2.0,0.7,0.4,15.7,71,35,36,-1.7,54.5,9.8,30.9,-1.24,2.69,77.575,31.5,18.5,Denver Nuggets,11233146.0,14770.0,77.1
Gary Harris,DEN,57,56,31.3,3.1,2.9,1.2,0.1,14.9,57,29,28,1.0,61.1,9.1,31.3,0.51,4.29,80.128,6.0,2.5,Denver Nuggets,1655880.0,14770.0,77.1
Malik Beasley,DEN,22,1,7.5,0.8,0.5,0.3,0.0,3.8,22,12,10,15.0,53.6,8.6,7.5,-1.53,0.18,61.28,0.0,14.0,Denver Nuggets,1627320.0,14770.0,77.1
Jamal Murray,DEN,82,10,21.5,2.6,2.1,0.6,0.3,9.9,82,40,42,1.0,51.8,7.8,21.5,-1.51,1.86,247.566,0.0,62.5,Denver Nuggets,3210840.0,14770.0,77.1
Will Barton,DEN,60,19,28.4,4.3,3.4,0.8,0.5,13.7,60,31,29,-2.9,54.7,10.2,28.4,-1.15,2.2,120.616,1.0,3.0,Denver Nuggets,3533333.0,14770.0,77.1
Jameer Nelson,DEN,75,39,27.3,2.6,5.1,0.7,0.1,9.2,75,34,41,1.1,54.4,7.5,27.3,0.01,4.17,159.24,0.0,9.0,Denver Nuggets,4540525.0,14770.0,77.1
Kenneth Faried,DEN,61,34,21.2,7.6,0.9,0.7,0.7,9.6,61,29,32,-3.1,58.8,12.4,21.2,-1.62,1.27,162.539,14.0,8.0,Denver Nuggets,12078652.0,14770.0,77.1
Jon Leuer,DET,75,34,25.9,5.4,1.5,0.4,0.3,10.2,75,34,41,-2.3,55.1,10.0,25.9,-0.85,2.78,76.715,0.0,0.0,Detroit Pistons,10991957.0,15979.0,72.4
Stanley Johnson,DET,77,1,17.8,2.5,1.4,0.7,0.3,4.4,77,35,42,0.2,43.6,4.8,17.8,-2.38,0.63,6.921,0.0,19.0,Detroit Pistons,2969880.0,15979.0,72.4
Darrun Hilliard,DET,39,1,9.8,0.8,0.8,0.3,0.1,3.3,39,19,20,-0.1,45.9,3.9,9.8,-3.89,-0.18,356.07342944785296,0.0,0.0,Detroit Pistons,2649557.0,15979.0,72.4
